,abb,name,lat,long,coal,oil,gas,nuclear,hydro,bio,wind,solar,geo,other
3,AK,AGRIUM KENAI NITROGEN OPERATIONS,60.0656,-151.6719,0,0,114490.6,0,0,0,0,0,0,0
4,AK,ALAKANUK,60.2992,-159.7343,0,1474,0,0,0,0,0,0,0,0
5,AK,ALLAKAKET,64.8557,-146.2789,0,570,0,0,0,0,0,0,0,0
6,AK,ALYESKA SEAFOODS INC,51.9961,-175.5654,0,10717.4,0,0,0,0,0,0,0,0
7,AK,AMBLER,,,0,1130,0,0,0,0,0,0,0,0
8,AK,AMERICAN PRESIDENT LINES LTD,51.9961,-175.5654,0,6154.5,0,0,0,0,0,0,0,0
9,AK,ANCHORAGE 1,61.1095,-149.4381,0,82,10345,0,0,0,0,0,0,0
10,AK,ANIAK,60.2992,-159.7343,0,2543,0,0,0,0,0,0,0,0
11,AK,ANNA PLATFORM,60.0656,-151.6719,0,0,8387.2,0,0,0,0,0,0,0
12,AK,ANNEX CREEK,58.3849,-134.1888,0,0,0,0,24722,0,0,0,0,0
13,AK,ANVIK,60.2992,-159.7343,0,422,0,0,0,0,0,0,0,0
14,AK,AUKE BAY,58.3849,-134.1888,0,2163,0,0,0,0,0,0,0,0
15,AK,AURORA ENERGY LLC,64.8557,-146.2789,148787.4,0,0,0,0,0,0,0,0,0
16,AK,BAKER PLATFORM,60.0656,-151.6719,0,0,14958.4,0,0,0,0,0,0,0
17,AK,BARROW,69.702,-153.9798,0,0,51213,0,0,0,0,0,0,0
18,AK,BEAVER FALLS,55.5426,-131.4359,0,0,0,0,42162,0,0,0,0,0
19,AK,BELUGA,60.0656,-151.6719,0,0,1947226,0,0,0,0,0,0,0
20,AK,BERING STAR,51.9961,-175.5654,0,2665.1,0,0,0,0,0,0,0,0
21,AK,BERNICE LAKE,60.0656,-151.6719,0,0,242912,0,0,0,0,0,0,0
22,AK,BETHEL,60.2992,-159.7343,0,4167,0,0,0,0,0,0,0,0
23,AK,BETTLES LIGHT & PWR,65.2014,-151.0227,0,825,0,0,0,0,0,0,0,0
24,AK,BLACK BEAR LAKE,55.5135,-132.0062,0,0,0,0,21622,0,0,0,0,0
25,AK,BLUE LAKE,,,0,0,0,0,37581,0,0,0,0,0
26,AK,BLUE LAKE FISH VALVE,,,0,0,0,0,5866,0,0,0,0,0
27,AK,BRADLEY LAKE,60.0656,-151.6719,0,0,0,0,360693,0,0,0,0,0
28,AK,BREVIG MISSION,64.8202,-163.7929,0,653,0,0,0,0,0,0,0,0
29,AK,BRUCE PLATFORM,60.0656,-151.6719,0,0,4450.1,0,0,0,0,0,0,0
30,AK,CENTENNIAL,55.5426,-131.4359,0,485,0,0,0,0,0,0,0,0
31,AK,CENTRAL PRODUCTION FACILITY 1,69.702,-153.9798,0,0,208045.5,0,0,0,0,0,0,0
32,AK,CENTRAL PRODUCTION FACILITY 2,69.702,-153.9798,0,0,97859.9,0,0,0,0,0,0,0
33,AK,CENTRAL PRODUCTION FACILITY 3,69.702,-153.9798,0,0,116864.1,0,0,0,0,0,0,0
34,AK,CHENA,64.8557,-146.2789,0,67,0,0,0,0,0,0,0,0
35,AK,CHESTER LAKE,55.5426,-131.4359,0,0,0,0,2136,0,0,0,0,0
36,AK,CHEVAK,60.2992,-159.7343,0,1670,0,0,0,0,0,0,0,0
37,AK,CHISTOCHINA,64.8557,-146.2789,0,290,0,0,0,0,0,0,0,0
38,AK,COFFMAN COVE,55.5135,-132.0062,0,954,0,0,0,0,0,0,0,0
39,AK,COOPER LAKE,60.0656,-151.6719,0,0,0,0,14263,0,0,0,0,0
40,AK,CRAIG,55.5135,-132.0062,0,2425,0,0,0,0,0,0,0,0
41,AK,DILLINGHAM,58.271,-156.6659,0,620,0,0,0,0,0,0,0,0
42,AK,DILLON PLATFORM,60.0656,-151.6719,0,619.8,3268.1,0,0,0,0,0,0,0
43,AK,EAGLE,64.8557,-146.2789,0,713,0,0,0,0,0,0,0,0
44,AK,EEK,60.2992,-159.7343,0,599,0,0,0,0,0,0,0,0
45,AK,EGEGIK,,,0,769,0,0,0,0,0,0,0,0
46,AK,EIELSON AIR FORCE BASE CENTRAL HEAT,64.8557,-146.2789,74350.9,823.9,0,0,0,0,0,0,0,0
47,AK,ELIM,64.8202,-163.7929,0,890,0,0,0,0,0,0,0,0
48,AK,EMMONAK,60.2992,-159.7343,0,2470,0,0,0,0,0,0,0,0
49,AK,FAIRBANKS,64.8557,-146.2789,0,3054,0,0,0,0,0,0,0,0
50,AK,FORT GREELY POWER PLANT,61.1095,-149.4381,0,777.2,0,0,0,0,0,0,0,0
51,AK,GAMBELL,64.8202,-163.7929,0,1968,0,0,0,0,0,0,0,0
52,AK,GEORGE M SULLIVAN,61.1095,-149.4381,0,157,881927,0,0,0,0,0,0,0
53,AK,GLENNALLEN,61.4602,-144.9163,0,16413,0,0,0,0,0,0,0,0
54,AK,GOAT LAKE HYDRO,,,0,0,0,0,19201,0,0,0,0,0
55,AK,GOLD CREEK,58.3849,-134.1888,0,175,0,0,5355,0,0,0,0,0
56,AK,GOODNEWS BAY,60.2992,-159.7343,0,608,0,0,0,0,0,0,0,0
57,AK,GRANITE POINT PLATFORM,60.0656,-151.6719,0,1479.1,9821.5,0,0,0,0,0,0,0
58,AK,GRAYLING,60.2992,-159.7343,0,504,0,0,0,0,0,0,0,0
59,AK,GRAYLING PLATFORM,60.0656,-151.6719,0,0,15522.2,0,0,0,0,0,0,0
60,AK,GREEN LAKE,,,0,0,0,0,50774,0,0,0,0,0
61,AK,GWITCHYAA ZHEE,65.2014,-151.0227,0,260,0,0,0,0,0,0,0,0
62,AK,HAINES,58.9284,-135.4073,0,662,0,0,0,0,0,0,0,0
63,AK,HEALY,63.936,-150.1263,184901,376,0,0,0,0,0,0,0,0
64,AK,HEALY LAKE,64.8557,-146.2789,0,138,0,0,0,0,0,0,0,0
65,AK,HOLLIS,55.5135,-132.0062,0,532,0,0,0,0,0,0,0,0
66,AK,HOLY CROSS,60.2992,-159.7343,0,696,0,0,0,0,0,0,0,0
67,AK,HOOPER BAY,60.2992,-159.7343,0,2358,0,0,0,0,0,0,0,0
68,AK,HUSLIA,64.8557,-146.2789,0,829,0,0,0,0,0,0,0,0
69,AK,HYDABURG,55.5135,-132.0062,0,1458,0,0,0,0,0,0,0,0
70,AK,I-N-N ELECTRIC,,,0,417,0,0,0,0,0,0,0,0
71,AK,INDIAN RIVER,,,0,102,0,0,0,0,0,0,0,0
72,AK,INTERNATIONAL,61.1095,-149.4381,0,0,977,0,0,0,0,0,0,0
73,AK,KALTAG,,,0,728,0,0,0,0,0,0,0,0
74,AK,KETCHIKAN,55.5426,-131.4359,0,0,0,0,23215,0,0,0,0,0
75,AK,KIANA,,,0,1334,0,0,0,0,0,0,0,0
76,AK,KING COVE,55.644,-161.9602,0,8649.7,0,0,0,0,0,0,0,0
77,AK,KIVALINA,,,0,1080,0,0,0,0,0,0,0,0
78,AK,KODIAK,57.5771,-153.3139,0,7773,0,0,0,0,0,0,0,0
79,AK,KOTZEBUE,66.8575,-159.8516,0,21520,0,0,0,0,0,0,0,0
80,AK,KOYUK,64.8202,-163.7929,0,1116,0,0,0,0,0,0,0,0
81,AK,LEMON CREEK,58.3849,-134.1888,0,1866,0,0,0,0,0,0,0,0
82,AK,LISBURNE PRODUCTION CENTER,69.702,-153.9798,0,1136.8,138532.8,0,0,0,0,0,0,0
83,AK,LOWER KALSKAG,60.2992,-159.7343,0,1186,0,0,0,0,0,0,0,0
84,AK,MARSHALL,60.2992,-159.7343,0,1020,0,0,0,0,0,0,0,0
85,AK,MCGRATH,65.2014,-151.0227,0,3238,0,0,0,0,0,0,0,0
86,AK,MEKORYUK,60.2992,-159.7343,0,772,0,0,0,0,0,0,0,0
87,AK,MENTASTA,64.8557,-146.2789,0,335,0,0,0,0,0,0,0,0
88,AK,MINTO,64.8557,-146.2789,0,700,0,0,0,0,0,0,0,0
89,AK,MONOPOD PLATFORM,60.0656,-151.6719,0,0,2625.3,0,0,0,0,0,0,0
90,AK,MOUNTAIN VILLAGE,60.2992,-159.7343,0,2435,0,0,0,0,0,0,0,0
91,AK,NAKNEK,58.7557,-157.1512,0,20525,0,0,0,0,0,0,0,0
92,AK,NAUKATI,55.5135,-132.0062,0,837,0,0,0,0,0,0,0,0
93,AK,NEW STUYAHOK,58.271,-156.6659,0,1138,0,0,0,0,0,0,0,0
94,AK,NOATAK,,,0,1312,0,0,0,0,0,0,0,0
95,AK,NOORVIK,,,0,1676,0,0,0,0,0,0,0,0
96,AK,NORTH POLE,64.8557,-146.2789,0,335913,0,0,0,0,0,0,0,0
97,AK,NORTHWAY,,,0,1704,0,0,0,0,0,0,0,0
98,AK,NULATO,60.2992,-159.7343,0,1131,0,0,0,0,0,0,0,0
99,AK,NUNAPITCHUK,60.2992,-159.7343,0,2268,0,0,0,0,0,0,0,0
100,AK,OFFSHORE SYSTEMS INC,51.9961,-175.5654,0,1948,0,0,0,0,0,0,0,0
101,AK,OLD HARBOR,57.5771,-153.3139,0,709,0,0,0,0,0,0,0,0
102,AK,PELICAN,58.6026,-136.6848,0,250,0,0,1975,0,0,0,0,0
103,AK,PETERSBURG,56.5405,-132.8194,0,936,0,0,14217,0,0,0,0,0
104,AK,PILOT STATION,60.2992,-159.7343,0,1255,0,0,0,0,0,0,0,0
105,AK,PORT LIONS,57.5771,-153.3139,0,-88,0,0,0,0,0,0,0,0
106,AK,PURPLE LAKE,55.5426,-131.4359,0,0,0,0,13982,0,0,0,0,0
107,AK,QUINHAGAK,60.2992,-159.7343,0,1327,0,0,0,0,0,0,0,0
108,AK,RUSSIAN MISSION,65.2014,-151.0227,0,652,0,0,0,0,0,0,0,0
109,AK,S W BAILEY,55.5426,-131.4359,0,7998,0,0,0,0,0,0,0,0
110,AK,SALMON CREEK 1,58.3849,-134.1888,0,0,0,0,13168,0,0,0,0,0
111,AK,SALMON CREEK 2,58.3849,-134.1888,0,0,0,0,17000,0,0,0,0,0
112,AK,SAVOONGA,64.8202,-163.7929,0,1665,0,0,0,0,0,0,0,0
113,AK,SCAMMON BAY,60.2992,-159.7343,0,1014,0,0,0,0,0,0,0,0
114,AK,SEAWATER TREATMENT PLANT,69.702,-153.9798,0,0,270.3,0,0,0,0,0,0,0
115,AK,SELAWIK,,,0,2266,0,0,0,0,0,0,0,0
116,AK,SELDOVIA,60.0656,-151.6719,0,253,0,0,0,0,0,0,0,0
117,AK,SHAGELUK,60.2992,-159.7343,0,330,0,0,0,0,0,0,0,0
118,AK,SHAKTOOLIK,64.8202,-163.7929,0,796,0,0,0,0,0,0,0,0
119,AK,SHISHMAREF,64.8202,-163.7929,0,1531,0,0,0,0,0,0,0,0
120,AK,SHUNGNAK,,,0,1346,0,0,0,0,0,0,0,0
121,AK,SILVIS,55.5426,-131.4359,0,0,0,0,11290,0,0,0,0,0
122,AK,SKAGWAY,58.3849,-134.1888,0,226,0,0,3737,0,0,0,0,0
123,AK,SNAKE RIVER,64.8202,-163.7929,0,28211,0,0,0,0,0,0,0,0
124,AK,SNETTISHAM,58.3849,-134.1888,0,0,0,0,130235,0,0,0,0,0
125,AK,SOLDOTNA,60.0656,-151.6719,0,0,59354,0,0,0,0,0,0,0
126,AK,SOLOMON GULCH,61.4602,-144.9163,0,0,0,0,50788,0,0,0,0,0
127,AK,ST MARY'S,60.2992,-159.7343,0,2717,0,0,0,0,0,0,0,0
128,AK,ST MICHAEL,64.8202,-163.7929,0,1093,0,0,0,0,0,0,0,0
129,AK,STEBBINS,64.8202,-163.7929,0,1325,0,0,0,0,0,0,0,0
130,AK,SWAN LAKE,55.5426,-131.4359,0,0,0,0,83792,0,0,0,0,0
131,AK,TERROR LAKE,57.5771,-153.3139,0,0,0,0,54045,0,0,0,0,0
